Estonian word,Slovak word
topaas,topás
topelduma,topelduma
topeldumine,topeldumine
topelt,dvojitý
topeltkõver,dvojitá krivka
topend,plnka
topendipuks,tesniace puzdro
topistama,veci
topituli,horné svetlo
topograafia,topografie
topograafiline,topografické
topoloogia,topológia
topoloogiline,topologické
toponüüm,toponym
toppima,vec
topsel,topsel
torakoskoop,torakoskoop
tore,skvelý
toreadoor,toreador
toretsev,blýskavý
torge,bodnutie
torgits,torgits
torin,reptania
toriseja,nabručený
torisema,reptania
torisev,nabručený
torkama,výpad
torkejälg,punkcia chodník
torkima,bodnutie
torkimine,napichovanie
torkimisora,torkimisora
torkiv,bodnutie
torm,búrka
torm veeklaasis,búrka v pohári vody
tormakalt,splašene
tormakas,drzý
tormakus,nerozvážnosť
tormama,spech
tormi jooksma,búrka spustiť
tormi taluv,tolerantný voči búrke
tormile kiskuv,búrka vykorenenia
tormiline,búrlivý
tormiliselt,búrlivo
tormine,búrlivý
tormine olema,byť búrlivý
tormitsev,búrlivý
tormituul,búrkový vietor
tormlema,tormlema
torn,veža
tornaado,tornádo
tornikell,vežové hodiny
tornitipp,ražeň
toroid,toroidné
torpeedo,torpédo
torr,torr
torso,torzo
torssis,torssis
tort,torta
toru,rúrka
toru hargile panema,zaveste hadičku
torujas,trubkový
torujuhe,potrubie
torujüri,svätého pipe
torukujuline,trubkový
torukübar,skúmavka
torulukksepp,inštalatér
toruots,koniec trubice
torupill,dudy
torustik,potrubie
tosin,tucet
toskaana,toskánsky
toss,páchnuť
tossama,páchnuť
tossike,slaboch
totaalne,totálnej
totaalse sõjaga ähvardav,hrozí totálnou vojnou
totakas,hlúpy
totalisaator,totalizátor
totalitaarne,totalitnej
totalitarism,totalitarizmu
tots,drobec
totter,hlúpy
traadiga seotud,súvisiace s drôtom
traadita,bezdrôtový
traaditangid,drôtené kliešte
traageldama,nasekať
traagelduspiste,bod šitia
traagiline,tragický
traagiliselt,tragicky
traakialane,Thrákia
traalima,vlečná sieť
traan,špek
traat,drôt
traatnuustik,drôtové lano
traav,klus
traavers,prejsť
traaversis,idúce naprieč
traavima,klus
traditsioon,tradícia
traditsioone austav,rešpektujúci tradície
traditsiooniline,tradičné
traditsiooniliselt,tradične
trafarett,šablóna
trafo,transformátor
tragikomöödia,tragikomédia
tragikomöödiline,tragikomédia
tragun,Dragoun
tragöödia,tragédie
trahhea,priedušnice
trahter,krčmička
trahv,pokuta
trahvima,amerce
trahvisumma,výška pokuty
trajektoor,trajektórie
trajektoori koostamine,zostavenie trajektórie
traksid,podväzky
trakt,trakt
traktaat,pojednanie
traktor,traktor
trall,trolling
trallitama,trol
tramburai,tramburai
tramm,električka
trammitee,električka
trammivagun,električkový vozeň
tramp,TRAMP
trampima,šliapať
trampimine,stomping
tramplaev,trampové plavidlo
trankvillisaator,sedatívum
transatlantiline,transatlantický
transformatsioon,premena
transformeerima,premeniť
transiit,tranzit
transistor,tranzistor
transitiivne,tranzitívne
transkribeerima,prepísať
transkriptsioon,transkripcie
transliteratsioon,prepísanie
translitereerima,prepísať
transpiratsioon,vyparovanie
transpordikaod,prepravné straty
transpordilennuk,dopravné lietadlo
transpordivahend,dopravný prostriedok
transpordivahendid,dopravný prostriedok
transport,transport
transportima,transport
transportöör,dopravník
transpositsioon,transpozícia
transs,vytrhnutiu
transsubstantsioon,transsubstantsioon
transtsendentaalne,transcendentálnej
transtsendentne,neporovnateľný
transuraan,transuraan
transuraaniline,Trans Uranium linka
transvestiit,travesti
transvestiitlik,travesti
tranšee,priekopa
trapets,trapéz
trapp,rebrík
trauma,trauma
traumaatiline,traumatický
traumajärgne,trauma
traumatoloogia,traumatológie
travestia,travestie
treener,tréner
treenima,trénovať
treenimata,nevycvičený
treenimine,koučovanie
treening,výcvik
treeninguseade,školiace zariadenie
treenitud,vyškolení
treial,sústružník
treiler,príves
treipeitel,treipeitel
treipink,sústruh
trell,vŕtačka
trellid,tyče
trellpuur,vrták
trenažöör,cvičebný stroj
treng,stopa
trepi põskpuu,schody lícne kosti
trepiaste,šliapať
trepijärk,schodiskové kroku
trepikoda,schodisko
trepist üles,po schodoch
trepišaht,schodisková šachta
trepp,schodisko
tress,Tkaloun
triaad,trojica
triangel,trojuholník
triangulatsioon,vymeriavaní
triboloogia,tribológie
tribunal,tribunál
tribuun,tribúna
tribuut,hold
tribuuti maksev,pocta
tribüün,tribúna
trigonomeetria,trigonometria
triibuline,pruhované
triibutama,pruhovaný
triibutus,triibutus
triikima,železo
triikimine,žehlenie
triikimist ootav pesu,bielizeň čakajúca na žehlenie
triikraud,železo
triip,prúžok
triitium,trícium
triiv,driftu
triivima,utesniť
triiviv,nezakotvený
triivpuu,triivpuu
trikk,trik
trikoo,trikot
trikoopluus,pletená blúzka
trikotaaž,pančuchový tovar
triljon,bilión
triller,detektívka
trillerdama,trilok
triloogia,trilógie
trimeer,trimér
trimm,zredukovať
trimmima,zredukovať
trimmis,zredukovať
trimmitud,zdobené
triplett,trojica
tripp,popruh
tripper,turista
trips-traps-trull,krížom krážom
tripsutama,tripsutama
triptühhon,triptych
trireem,trireem
triumf,triumf
triumfikaar,oblúk triumfu
triumviraat,triumvirát
triviaalne,triviálne
triviaalselt,triviálne
triviaalsus,všednosť
trofee,trofej
trohheus,chorea
troll,trol
trollibuss,trolejbus
tromboon,trombón
trombotsüüt,trombocytov
trompet,trumpeta
trompetimängija,hráč na trúbku
troojalane,trójsky
troon,trón
troonist loobuma,vzdať sa trónu
troonist loobumine,zrieknutie sa trónu
troopiline,tropický
troost,Troost
troostitu,skľúčený
tropism,tropizmus
troposfäär,troposféra
troposfääri-,troposfääri-
tropp,sviečka
troska,troška
troskajuht,vodič drôtu
trossisilm,lano oko
trotsima,vzdorovať
trubaduur,Troubadour
truism,truisms
trullakas,podradný
trullakus,trullakus
trumm,bubon
trummar,bubeník
trummel,bubon
trummeldama,tetovanie
trummi mängima,hrať na bubon
trummimees,bubnovanie muž
trummipulk,palička na bubon
trummipõrin,bubny
trump,tromf
trumpama,predčiť
trupp,herecká spoločnosť
truu,verný
truualamlik,truualamlik
truudus,vernosť
truudusetu,neverný
truudusetu naine,neverná žena
truudusetus,nevera
truuksjäämine,truuksjäämine
truult,verne
trääl,vlečná sieť
trööst,útecha
trööstija,tešiteľ
trööstima,pohodlie
trühvel,hľuzovka
trükijälg,print chodník
trükikunst,tlač art
trükiladuja,trükiladuja
trükiplaadi valmistaja,výrobca dosiek plošných spojov
trükiproov,vzorka tlače
trükis,publikácia
trükitud,tlačený
trükivalmiks seadmine,pripravené na tlač
trükiviga,chyba pri písaní
trükivärv,tlačiarenská farba
trükk,vydanie
trükk-,trükk-
trükkal,tlačou
trükkima,tlačiť
trükkiv,tlačiarenský
trümm,vydržať
tsaar,car
tsarinna,tsarinna
tseerium,minerál
tseerium-,minerál
tseesium,cézium
tseiloni,Cejlón
tsellofaan,celofán
tsellofaanpaber,celofánový papier
tselluloid,celuloid
tselluloos,celulóza
tselluloosi-,dreň
tsement,cement
tsementeerima,cement
tsementima,cement
tsenseerima,cenzor
tsensor,cenzor
tsensori tempel,cenzorský chrám
tsensuur,cenzúra
tsentraliseerima,centralizovať
tsentraliseerimine,centralizácia
tsentraliseeritud,centralizovaný
tsentralislik,centralizmus
tsentreeritud,sústredený
tsentrifugaal-,odstredivý
tsentrifugaaljõud,odstredivá sila
tsentrifuug,odstredivka
tsentrifuugima,točenie
tsentripetaal-,dostredivý
tsentripetaaljõud,centripetálna sila
tsentuurio,Centurion
tseoliit,zeolit
tsepeliin,ZEPELIN
tserebraalne,intelektuálne
tseremoniaalne,obradný výraz
tseremoniaalselt,obradne
tseremoonia,obrad
tseremooniameister,majster obradov
tsett-täht,hviezda cett
tsiitsero,tsiitsero
tsiitsitaja,Strnádka
tsikaad,cikády
tsingi-,zinok
tsink,zinok
tsink-,zinok
tsinkima,zinok-doska
tsinnia,cínie
tsirkoon,zirkón
tsirkoonium,zirkón
tsirkulaar,obežník
tsirkulatsioon,obeh
tsirkuleerima,obiehať
tsirkumfleks,prieťažný
tsirkus,cirkus
tsistern,tank
tsitaat,citovať
tsitadell,citadela
tsiteerin,Budem citovať
tsitrulliin,citrulínu
tsitrus-,citrus
tsitrusvili,citrusové ovocie
tsitter,citaru
tsiviil-,civilné
tsiviilisik,civilné
tsiviilõigus,občianske právo
tsiviilõigust rikkuv,porušenie občianskeho práva
tsivilisatsioon,civilizácie
tsiviliseeritud,civilizovaný
tsiviliseeritus,zdvorilosť
tsonaalne,zonálne
tsoneerimine,zónovania
tsoon,zóna
tsooniline,zonálne
tsoonima,zóny
tsoonis,zóna
tsukiin,cuketa
tsunami,cunami
tsölibaat,celibát
tsölibaatne,tsölibaatne
tsüaniid,kyanid
tsükkel,cyklus
tsükliline,cyklický
tsükliliselt,cyklicky
tsükloid,cykloidné
tsüklon,cyklón
tsüklopropaan,cyklopropán
tsüklotron,cyklotrón
tsümeen,cymén
tsüst,cysta
tsüsti-,cysta
tsüstoskoop,cystoskop
tsüstoskoopia,cystoskopia
tsütoloogia,cytológia
tsütoplasma,cytoplazma
tualett,toaleta
tualett-tarvete kotike,toaletná taška
tualettpaber,toaletný papier
tualettpott,záchodová misa
tualettruum,toaleta
tualettvesi,toaletná voda
tuba,izba
tubakas,tabak
tuberkul,nádor
tuberkuloos,tuberkulóza
tuberkuloosi-,tuberkulóza
tuberkuloosne,tuberkulózne
tubli,dobrý
tublidus,dobrota
tublisti,dobre
tudisema,vedieť
tudisev,potácať sa
tuff,tuf
tugev,silný
tugev külg,silná stránka
tugev linane kangas,pevná ľanová tkanina
tugev linane riie,silná bielizeň
tugev mürgisus,silná toxicita
tugev protest,silný protest
tugev tunne,silný pocit
tugev tuul,silný vietor
tugevad küljed,silné
tugevalt,silne
tugevalt mürgine,silne toxický
tugevamini kokku suruma,silnejšie komprimovať
tugevatoimeline narkootikum,silný liek
tugevdama,posilniť
tugevdamine,zosilnenie
tugevdatud,posilnená
tugevdav,posilňujúci
tugevdus,zosilnenie
tugevnema,byť silnejší
tugevus,pevnosť
tugi,podpora
tugikiil,podporný klin
tuginema,stavať na
tuginev,na základe
tugipost,podpera
tugisõrestik,nosný rám
tugitool,kreslo
tuhajuhan,Juhan popol
tuhakarva,jaseňový
tuhar,zadok
tuharest,rošt
tuhast puhastama,na čistenie popola
tuhastama,spopolniť
tuhastamine,kremácia
tuhat,tisíc
tuhatnelja jooksma,tisíc a štyri
tuhatoos,popolník
tuhin,bzučanie
tuhinaga liikuma,s stonaním
tuhisema,"Avšak, k miernemu"
tuhk,popol
tuhkapäev,popol deň
tuhksuhkrdama,tuhksuhkrdama
tuhksuhkur,práškový cukor
tuhksuhkurdatud,tuhksuhkurdatud
tuhkur,tchor
tuhlamine,tuhlamine
tuhm,fádne
tuhmistama,stlmiť
tuhmkollane,vybledlá žltá
tuhmuma,zvädnúť
tuhmumine,zákaly
tuhmus,vyblednutý
tuhnima,útek
tuhud,práce
tuhvel,pantofel
tuigerdama,potácať sa
tuiksoon,tepna
tuikuma,potácať sa
tuikuma panev,potácať driving
tuikuv,tuikuv
tuim,fádne
tuimalt,mrazivo
tuimastama,otupiť
tuimastus,anestézie
tuimus,stuhnutosť
tuisupahvak,lístkové cesto
tuisupäine,závratný
tuju,nálada
tuju tõstev,povznášajúce
tuju tõstma,aby ste zvýšili svoju náladu
tuju ära ajama,rozveseliť sa
tujudele järeleandmine,nálada pôžitok
tujuhoog,nálada
tujukas,náladový
tujukus,náladovosť
tujurikkuja,výkyvy nálady
tujuseisund,náladový stav
tujutu,neradostný
tukastama,zdriemnuť si
tukastus,drieme
tukat,ducato
tukid,uhlie
tukk,ofina
tukse,biť
tuksi keerama,tukšo turn
tukslev,pulzujúca
tuksuma,pulzovať
tuld kustutama,uhasiť oheň
tuld võtma,strieľať
tule all,pod palbou
tulehakatis,zakurovanie
tulehark,mammering dračica
tulejoon,palebná čiara
tulek,príchod
tulekahju,požiarne
tulekindel,ohňovzdorný
tulekivi,pazúrik
tulekustuti,hasiaci prístroj
tulele vastu pidav,ohňovzdorné
tuleliin,palebná čiara
tulelõõm,tulelõõm
tulem,spiatočný
tulema,prísť
tulemus,výsledok
tulemuseks andma,mať za následok
tulemuseks saadud,výsledný
tulemusel tekkinud,výsledný
tulemusena,ako výsledok
tulemusetu,neúčinný
tulemusetus,tulemusetus
tulemusrikas,plodný
tulemust andma,dať výsledok
tulemuste kontroll,kontrola výsledkov
tulemägi,horský požiar
tulemöll,vzplanutia
tuleneelaja,požiarnik
tulenema,výsledok
tulenemine,výsledok
tulenev,vyplývajúce
tuleohtlik,horľavý
tuleohtlikkus,zápalnosť
tuleproov,požiarna skúška
tuleriit,pohrebné hranice
tulesid vahetama,vypínač svetiel
tuletama,odvodiť
tuletamine,derivácie
tuletatav,usudzovaných
tuletatud,odvodený
tuletis,derivát
tuletis-,derivát
tuletissõna,tuletissõna
tuletorn,maják
tuletus,derivácie
tuletus-,tuletus-
tuletuslik,derivát
tuletõrjedepoo,hasičská stanica
tuletõrjesalk,hasičský zbor
tuletõrjuja,hasič
tulevaim,budúci duch
tulevane,budúcej
tulevane elu,budúci život
tulevik,budúcnosť
tulevärk,ohňostroj
tuli,požiarne
tulihingeline,žhavý
tulija,návštevník
tulikas,iskerník
tulikonn,sušienka
tuline,ohnivý
tulipunane,rozžeravený
tulirelv,strelná zbraň
tuliselt,vášnivo
tulises vees kuumutama,v horúcej vode
tulistaja,strelec
tulistama,strieľať
tulistamine,streľba
tulisus,animácie
tulivihane,zúriacej
tull,Tull
tulnukas,cudzinec
tulp,stĺp
tulpdiagramm,stĺpcový graf
tulpjas,tulpjas
tulu,zárobok
tulud,príjmy
tuludeklaratsioon,daňové priznanie
tulumaks,daň z príjmu
tulus,výnosný
tulusalt,výnosne
tulutoov,výnosný
tulutu,nerentabilné
tulutult,k ničomu
tulv,povodeň
tulvama,povodeň
tulvar,povodeň
tulvavesi,povodňová voda
tulvil,plnej
tumbler,pohárik
tume,tmavý
tume rõivas,tmavý odev
tumehall,tmavošedá
tumendamine,stmievanie
tumepruun ülikond,tmavo hnedý oblek
tumesinine,tmavo modrá
tumestama,zatemniť
tumestamine,zatemniť
tumm,nemý
tummfilm,tichý film
tund,hodina
tund tunni järel,hodinu po hodine
tunde-,sentimentálny
tunded,city
tundeküllane,exaltovaný
tundel,v tuneli
tundelaad,tundelaad
tundeline,sentimentálny
tundemärk,znamenie
tundemärkideta,bez odznakov
tundepuhang,emócie
tunderõhk,emocionálny tlak
tundetu,necitlivý
tundetult,netýkavo
tundetus,necitlivosť
tundev,plsť
tundis,vedel
tundlik,citlivý
tundlikkus,citlivosť
tundlikuks muudetud,citlivé
tundma,spoznať
tundmatu,nevedno
tundmatu päritoluga,neznámeho pôvodu
tundmatu suurus,neznáma veľkosť
tundmine,oboznámenosť
tundra,tundra
tunduma,cítiť
tunduvalt,značne
tung,naliehať
tungaltera,huba
tungiv,lisovanie
tungiv vajadus,naliehavá potreba
tungivalt,silne
tungivalt soovitama,dôrazne odporúčam
tungivus,naliehavosť
tunglema,ponáhľať sa
tunglemine,tekvica
tunglev,dav
tungrauaga tõstma,zdvihnúť
tungraud,zdvihák
tunked,kombinéza
tunne,pocit
tunnel,tunel
tunnel-,tunel
tunnetav,skúsenosti
tunnetus,poznávanie
tunnetus-,zmyslový
tunnetuslik,poznávacie
tunnetuspiir,kognitívne limity
tunni-,hodinový
tunnid,hodiny
tunnikontroll,hodinová kontrola
tunniosuti,hodinová ruka
tunniplaan,plán hodiny
tunnistaja,svedok
tunnistaja ütlus,svedecké vyhlásenie
tunnistajaks kutsumine,predvolanie svedka
tunnistajaks olema,svedčiť
tunnistama,svedok
tunnistamine,identifikácia
tunnistus,certifikát
tunnistusavaldus,vyhlásenie o zhode
tunnitasu,hodinová sadzba
tunnus,charakteristický
tunnuseid kandma,známky opotrebenia
tunnusjoon,vlastnosť
tunnuslik,charakteristický
tunnusmärgid,rozpoznať príznaky
tunnustama,potvrdiť
tunnustamine,uznanie
tunnustatud,uznaný
tunnustav,súhlasne
tunnustus,uznanie
tuntav,rozoznateľný
tuntud,známy
tuntuim,najznámejšie
tuntus,povesť
tupe-,vaginálne
tupee,tupé
tupes nuga,nôž v pošve
tupik,slepá ulička
tupp,vagína
tuppa,vnútri
tuppe pistma,prepichnite vagínu
tuppima,odkašľať
tuppimine,tuppimine
tupplehe-,dvojitý list
tuppleht,kalich
tups,chumáč
tupsutama,kvapka
turbaauk,turbanová diera
turban,turban
turbidiit,turbidiit
turbiin,turbína
turbulentne,turbulentné
turbulents,turbulencie
turg,trhové
turgutama,starať o
turi,obídete
turism,cestovný ruch
turist,turista
turistibuss,turistický autobus
turmaliin,turmalín
turnee,prehliadka
turniir,turnaj
turnüür,turnüür
turri minema,rana preč
turris juuksed,rozcuchané vlasy
turritama,zalepiť
turse,opuch
tursk,treska
turske,podsaditý
tursuma,údiť
tursunud,nafúknutý
turtsakas,nedotklivé
turtsakus,nevrlosť
turtsatus,opäť normálne
turtsud,DIGESTOR
turtsuma,DIGESTOR
turundus,marketing
turustama,trhové
turustamatu,predajný
turustamine,marketing
turva-,tretina
turvakodu,bezpečnostný kód
turvaline,zabezpečiť
turvaliseks muutma,aby to bolo bezpečné
turvalisus,zabezpečenia
turvamees,ochranka
turvas,rašelina
turvatöötaja,ochranka
turvavöö,bezpečnostný pás
turvis,šliapať
tusameel,nespokojnosť
tusane,chrumkavý
tusk,zármutok
tuska tegema,urobiť bolesť
tussu,Tussi
tuts,Tutsi
tutt,strapec
tuttav,oboznameny
tuttavlikkus,oboznámenosť
tuttavolek,oboznámený so stavom
tuttlõoke,Chocholouš všeobecný
tutvuma,pozri sa
tutvumine,zoznámenie
tutvus,známosť
tutvustama,prítomný
tutvustus,úvod
tuub,trubice
tuuker,potápač
tuul,vietor
tuulama,dýchať
tuulamisnõu,vetracia miska
tuule suund,smer vetra
tuule-,vietor
tuulealune,pod vetrom
tuulealune külg,náveterná strana
tuuleihe,tuuleihe
tuulekanne,deflácie
tuuleklaas,predné sklo
tuulelipp,korouhvička
tuulelipp (er kukekujuline,vietor (er v tvare kohúta)
tuulelohe,papierový drak
tuulemõõdik,obrys vetra
tuulepluus,vietor breaker
tuulepoolne,smerom k vetru
tuulepuhangutega,s nárazmi vetra
tuulerõuged,kuracie kiahne
tuulest väljuma,z vetra
tuulevaikus,prestávka
tuuleveski,veterný mlyn
tuuleviirg,víchrica
tuuline,veterno
tuulispask,víchrica
tuulium,túlium
tuult tallama,šliapať vietor
tuulutama,vetrať
tuulutus,ventilácia
tuum,jadro
tuuma-,jadrový
tuumajõujaam,jadrová elektráreň
tuumakas,mäsitý
tuumalõhustumine,jadrové štiepenie
tuumareaktor,jadrový reaktor
tuumik,jadro
tuuner,ladička
tuunika,tunika
tuupima,natlačiť
tuupur,bifľovať
tuur,jeseter
tuuseldama,budzogáň
tuust,pramienok
tuutu,hnevať sa
tuututama,štekliť
tuututamine,húkanie
tuututus,húkanie
tuvastama,zriadiť
tuvastus,identifikácia
tuvi,holubica
tuvila,holub house
tuviliha,holub mäso
tuvipoeg,dove syn
tviid,tvíd
täbar,šteklivý
tädi,teta
tähe-,hviezdny
tähe- või numbri-,abecedný alebo číselné
tähekujuline,v tvare hviezdy
täheldama,oznámenia
tähele panema,venovať pozornosť
tähelepanek,pozorovanie
tähelepanelik,bdelý
tähelepanelikkus,ohľaduplnosť
tähelepanelikkust vajav,vyžadujúce pozornosť
tähelepanelikult,pozorne
tähelepanematu,nepozorný
tähelepanematus,nepozornosť
tähelepanu,pozornosť
tähelepanu ja oskusi vajav,vyžadujúce pozornosť a zručnosť
tähelepanu juhtima,upozorniť
tähelepanu kõrvalejuhtimine,obchádzka
tähelepanu mitte vääriv,nestoja za pozornosť
tähelepanu nõudev,je potrebné venovať pozornosť
tähelepanu pöörama,venovať pozornosť
tähelepanu tõmbama,upozorniť
tähelepanuta jäetud,zanedbaný
tähelepanuta jätma,potlačenie
tähelepanuväärne,pozoruhodný
tähelepanuväärse minevikuga,s pozoruhodnou minulosťou
tähelepanuväärselt,pozoruhodne
tähendama,znamenať
tähendamissõna,podobenstvo
tähendus,zmysel
tähendus-,meaning-
tähendusetu,bezvýznamný
tähendusrikas,významný
tähendusrikkalt,významne
tähendusrikkus,význam
tähendusõpetus,čo znamená učenie
tähenärija,pedant
tähenärijalik,pedantská
tähestik,abeceda
tähestikuline,abecedný
tähestikuliselt,abecedne
tähetark,hviezda múdry
tähine,hviezdicovitá
tähis,značka
tähised,indikácia
tähistama,značka
tähistamata,neoznačený
tähistamine,značkovanie
tähistus,symboly
tähitud,registrovaný
tähn,fliačik
tähnik,bodkovaný
tähniksalamander,tähniksalamander
tähniline,bodkovaný
täht,hviezda
täht-taheline,list-alfa
täht-tähelt,doslovne
tähtaeg,uzávierka
tähtajaline,na dobu určitú
tähtedevaheline,medzihviezdny
tähtesitus,hviezdny výkon
tähtis,dôležitý
tähtis tegelane,dôležitý charakter
tähtkuju,súhvezdí
tähtsaim,najdôležitejšie
tähtsalt,dôležitejšie
tähtsalt ringi käima,dôležité obísť
tähtsus,význam
tähtsuse kaotanud,stratil na dôležitosti
tähtsuselt ületama,predchádzať
tähtsusetu,nedôležitý
tähtsusetuks muutma,nevýznamné zmeny
tähtsusetus,nedôležitosť
tähtsust lisama,dôležitosti
tähtsust teesklema,predstierať dôležitosť
tähtsust täis,dôležitosť plnej
tähtsustama,uprednostniť
täi,voš
täide,poprava
täide viidav,implementovateľné
täide viima,uskutočniť
täidesaatev,výkonný
täidesaatev ametnik,vedúci pracovník
täidesaatmine,prevádzkovanie
täidetav,vykonateľné
täidetud,naplnené
täideviimine,poprava
täidis,plniaci
täidisega,plnený
täidlane,plnej
täidlus,tučnota
täie tervise juures,v úplnom zdraví
täiel määral,v plnej miere
täielik,kompletné
täielik seiskumine,celkom stop
täielik veendumus,úplné presvedčenie
täielikkus,úplnosť
täielikult,plne
täiend,doplnok
täiend-,komplementárne
täiendama,doplnok
täiendamine,doplnok
täiendav,dodatočný
täiendavalt,ďalej
täiendlause,dodatočná veta
täiendus,doplnok
täies,v plnom rozsahu
täiesti,úplne
täiesti erinev olukord,úplne iná situácia
täiesti ilma,úplne bez
täiesti ilma jätma,úplne zbavený
täiesti rahatu,úplne bezhotovostne
täiesti varjamatu,úplne nenápadný
täievoliline,riadne oprávnený
täievoliline esindaja,splnomocneného zástupcu
täika,blší trh
täimuna,ako vajíčko
täis,plne
täis aukartust,plný úcty
täis kiiluma,plný klinu
täis pritsima,plný sprej
täis puhuma,plne fúkané
täis settima,usadiť sa
täis söödikuid,plný návnady
täis toppima,naplnené plnkou
täis valama,naliať
täis valguma,full Valguma
täis valgunud,úplne vyčerpaný
täis-,plne
täisarv,celé číslo
täisealine,veku
täisehitatud,zastavaný
täishäälik,samohláska
täisiga,plný vek
täisjõus,v plnej sile
täiskarske,naprostý
täiskarsklus,úplná abstinencia
täiskasvanu,dospelý
täiskasvanu olemine,byť dospelým
täiskasvanud,dospelý
täiskasvanuks saamine,stať sa dospelým
täiskiilutud,preplnený
täiskiirusel,plnou rýchlosťou
täiskiirusel visatud pall,plná hodená lopta
täiskogu,plenárne zhromaždenie
täiskuu,spln
täismahus,v plnom rozsahu
täisminevik,celá minulosť
täisnoot,úplná poznámka
täisnurkne,s pravým uhlom
täisnurkne kolmnurk,pravouhlý trojuholník
täisolek,domýšľavosť
täisosa,celá časť
täispuhutav,nafukovacie
täispuhutud,nafúknutý
täispööre,plné obrátky
täisrelvastus,plné zbrane
täissodimine,plné vojny
täistabamus,plný zdvih
täistera-,celé zrno
täistopitud,plnený
täistuubitud,úplne vypchatý
täisvarustus,úplné vybavenie
täit pühendumist nõudev,náročné plné nasadenie
täitanud,mizerný
täitehülss,plniace puzdro
täitesulepea,plniace pero
täitesõna,täitesõna
täitev-,výkonný
täitma,kompletné
täitmata,vynikajúci
täitmata ruum,neobsadený priestor
täitmatu,nenásytný
täitmatult näljane,nekonečne hladný
täitmatus,žravosť
täitmine,plniaci
täituma,splniť
täitumine,splnenie
täiturg,aktuátorský trh
täiuslik,perfektný
täiuslikkus,dokonalosť
täiuslikkuse taotlus,hľadanie dokonalosti
täiuslikkuseihaleja,túžba po dokonalosti
täiuslikult,bezchybne
täiuslikult puhas,dokonale čisté
täiustama,zdokonaliť
täiustatud,zlepšil
täiustus,zlepšenie
täke,zárez
täkk,žrebec
täkkima,zarážka
täkkvarss,žriebä
täks,AEA
täksima,Taksim
täksimine,sekanie
täna,dnes
täna õhtul,dnes večer
tänama,ďakujem
tänamatu,nevďačný
tänamatus,nevďak
tänapäeva,moderný deň
tänapäeval,dnes
tänapäevane,súčasník
tänapäevasus,modernosť
tänav,pouličné
tänava-,ulice v
tänavakaubitseja,pouličný predajca
tänavakorvpall,pouličný basketbal
tänavalaps,pouličné dieťa
tänavanurk,rohu ulice
tänavapoolne külg,ulice
tänavapost,poštová schránka
tänavapühkija,zametač ulíc
tänavarahutus,pouličné nepokoje
tänavatüdruk,pouličné dievča
tänini,dodnes
tänitama,ďakujem
tänitav,pokarhanie
tänu,vďaka
tänu Jumalale,ďakujem Bohu
tänulik,vďačný
tänulikkus,vďačnosť
tänupalve,vďakyvzdania
tänutunne,pocit vďačnosti
tänutäheks,sa oceniť
tänuvõlg,dlh vďačnosti
täpiline,slzičkový
täpiliseks tegema,na špinavé
täpipealt,presne
täpne,presný
täpne jäljend,presný odtlačok
täpp,fliačik
täppis-,presný
täpselt,presne
täpselt määratlema,dobre definované
täpselt sama,presne to isté
täpsem,presnejšie
täpsemalt,presnejšie
täpsus,presnosť
täpsuskütt,presný lovec
täpsustus,špecifikácia
tärgeldatud,naškrobené
täring,zomrieť
täringud,kocky
täristi,infraštruktúra
tärk-,alfanumerický
tärkama,kľúčik
tärkav,zárodočný
tärkeldama,tärkeldama
tärklis,škrob
tärn,hviezdička
tärpentin,terpentín
tätoveerima,tetovanie
tätoveering,tetovanie
täägivõitlust pidama,bojovať proti zálivu
tääk,bajonet
tääkliilia,Bay Lily
tääv,tento
tõbi,choroba
tõbine,chorý
tõbras,zviera
tõde,pravda
tõearmastus,láska k pravde
tõekspidamine,viera
tõekspidamised,presvedčenie
tõekspidamisi muutma,zmena viery
tõele vastav,"pravda,"
tõele vastavus,pravdovravnosť
tõelevastavus,pravdovravnosť
tõeline,skutočný
tõelisus,realita
tõelähedus,tõelähedus
tõemeelne,vierohodný
tõemeelsus,vážnosť
tõena võtma,vziať pravdu
tõend,dôkaz
tõendama,dokázať
tõendamata,nedokázaným
tõendamine,overenie
tõendamiskohustus,dôkazné bremeno
tõendatav,preukázateľný
tõendatud,overená
tõendina esitama,ako dôkaz
tõendus,dôkaz
tõenduseks esitama,poskytnúť dôkaz
tõenduslik,dokazujúce
tõendusmaterjal,dôkaz
tõendusmaterjaliks olev,ako dôkaz
tõene,pravdivý
tõenäoline,pravdepodobný
tõenäoliselt,s najväčšou pravdepodobnosťou
tõenäolisemalt,pravdepodobnejšie
tõenäolisus,pravdepodobnosť
tõenäosus,pravdepodobnosť
tõenäosuslik,pravdepodobnostné
tõepoolest,vskutku
tõepära,pravda
tõepärane,vierohodný
tõepärasus,pravdovravnosť
tõeselt,pravdivo
tõestaja,svedok
tõestama,dokázať
tõestamine,ospravedlnenie
tõestatav,overiteľný
tõestatavalt väär,preukázateľne nepravdivé
tõestatud,dokázaný
tõestatud ärakiri,overená kópia
tõesti,naozaj
tõestus,dôkaz
tõestuse koorem,dôkazné bremeno
tõesus,pravdivosť
tõesõnu,po pravde
tõetruu,verný
tõetruult kujutama,verne vykresliť
tõeväänamine,skresľovania pravdy
tõhus,efektívna
tõhusalt,účinne
tõhusus,účinnosť
tõke,bariéra
